,parsing_datetime,code,type,strike,T,bid,ask,BA,volume,mid,spread_pct,moneyness
1846,2026-02-25 23:15:15.052997,SR340CU8,PUT,340.0,2.565,0.0,0.0,317.19,0,0.0,,0.9329117647058823
1847,2026-02-25 23:15:15.525968,SR180CC8,CALL,180.0,2.048,0.0,0.0,317.19,0,0.0,,1.7621666666666667
1848,2026-02-25 23:15:16.000628,SR310CX9,PUT,310.0,3.811,0.0,0.0,317.19,0,0.0,,1.0231935483870969
1849,2026-02-25 23:15:16.476721,SR370CC8,CALL,370.0,2.048,0.0,0.0,317.19,0,0.0,,0.8572702702702703
1850,2026-02-25 23:15:16.951448,SR300CR6,PUT,300.0,0.304,0.66,6.6,317.19,450,3.63,1.6363636363636362,1.0573
1851,2026-02-25 23:15:17.423866,SR105CC8,CALL,105.0,2.048,0.0,0.0,317.19,0,0.0,,3.020857142857143
1852,2026-02-25 23:15:17.894081,SR380CL8,CALL,380.0,2.815,0.0,0.0,317.2,0,0.0,,0.8347368421052631
1853,2026-02-25 23:15:18.366086,SR90CO9,PUT,90.0,3.064,0.0,0.0,317.2,0,0.0,,3.5244444444444443
1854,2026-02-25 23:15:18.835131,SR310CR6,PUT,310.0,0.304,0.66,11.99,317.2,630,6.325,1.7913043478260868,1.0232258064516129
1855,2026-02-25 23:15:19.313980,SR305CL7,CALL,305.0,1.799,0.0,0.0,317.2,0,0.0,,1.04
1856,2026-02-25 23:15:19.789585,SR210CC8,CALL,210.0,2.048,0.0,0.0,317.2,0,0.0,,1.5104761904761905
1857,2026-02-25 23:15:20.266096,SR240CF9,CALL,240.0,3.313,0.0,0.0,317.2,0,0.0,,1.3216666666666665
1858,2026-02-25 23:15:20.751935,SR205CR8,PUT,205.0,2.316,0.0,0.0,317.2,0,0.0,,1.5473170731707317
1859,2026-02-25 23:15:21.230700,SR195CI9,CALL,195.0,3.562,0.0,0.0,317.2,0,0.0,,1.6266666666666667
1860,2026-02-25 23:15:21.730570,SR335CF8,CALL,335.0,2.316,0.0,0.0,317.2,0,0.0,,0.946865671641791
1861,2026-02-25 23:15:22.214231,SR120CU9,PUT,120.0,3.562,0.0,0.0,317.19,0,0.0,,2.64325
1862,2026-02-25 23:15:22.686066,SR65CL9,CALL,65.0,3.811,0.0,0.0,317.19,0,0.0,,4.879846153846154
